Starting_Logical_Site_Name,logical_site_name,ob_product_name,ib_product_name,Vendor,ib_threadname,ib_datatype,ib_product_mnem,ib_vendor_mnem,ib_vendor_name,ib_thread_type,ib_name_suffix,ib_thread_ip,ib_thread_port,trxid,ob_threadname,ob_datatype,ob_product_mnem,ob_vendor_mnem,ob_vendor_name,ob_thread_type,ob_name_suffix,ob_thread_ip,ob_thread_port,route_length
div_efl_ipl3_edm,div_efl_ipl3_edm,iPeople MT56,iPeople MT56,iPeople MT56,edm_ipl_in_cocxg,edm,ipl,ippl,iPeople,in,cocxg,,10361,*default*,edm_ipl_out_divefliodnotr_cocxg,edm,ipl,ippl,iPeople,out,divefliodnotr_cocxg,orclvp01.unix.medcity.net,12671,4
div_efl_ipl3_pha,div_efl_iodn_otr,Iodine-Facility,iPeople MT56,Iodine-Facility,phaadm_ipl_in_cpcsxg,phaadm,ipl,ippl,iPeople,in,cpcsxg,,13153,*default*,phaadm_iodn_out,phaadm,iodn,iodn,Iodine Software,out,,10.65.70.48,65225,4
div_efl_ipl3_pha,div_efl_ipl3_pha,iPeople MT56,iPeople MT56,iPeople MT56,phaadm_ipl_in_cocxg,phaadm,ipl,ippl,iPeople,in,cocxg,,10380,*default*,phaadm_ipl_out_divefliodnotr_cocxg,phaadm,ipl,ippl,iPeople,out,divefliodnotr_cocxg,orclvp01.unix.medcity.net,13153,4
cpcs_xg_lab,div_efl_iodn_otr,Iodine-Facility,HCA 5.6,Iodine-Facility,pthrslt_mt_in_cpcsxglab,pthrslt,mt,mt,Meditech,in,cpcsxglab,,12746,*default*,pthrslt_iodn_out,pthrslt,iodn,iodn,Iodine Software,out,,10.65.70.48,65226,4
cpcs_xg_lab,cpcs_xg_lab,HCA 5.6,HCA 5.6,HCA 5.6,pthrslt_mt_in,pthrslt,mt,mt,Meditech,in,,,13865,*default*,pthrslt_mt_out_divefliodnotr,pthrslt,mt,mt,Meditech,out,divefliodnotr,orclvp01.unix.medcity.net,12746,4
cpcs_xg_otr,cpcs_xg_otr,HCA 5.6,Charge Master,Charge Master,proccode_crgm_in,proccode,crgm,para,HCA Parallon,in,,paraintsftp.app.medcity.net,/Home/cmclfuser/00476,*default*,mmftp_mt_out,mmftp,mt,mt,Meditech,out,,FLKC.clinical.medcity.net,,2
cpcs_xg,cpcs_xg,HCA 5.6,FHIR Web Services,FHIR Web Services,adt_fhir_in_admie,adt,fhir,hcaeis,HCA D&IS,in,admie,,16993,*default*,adt_mt_out_admie,adt,mt,mt,Meditech,out,admie,,16994,2
div_cap_ancd_lab,div_cap_ancd_lab,Ancillary Dashboard,HCA 5.6,Ancillary Dashboard,labrslt_mt_in_cpcsxs,labrslt,mt,mt,Meditech,in,cpcsxs,,15976,*default*,labrslt_ancd_out,labrslt,ancd,capdiv,HCA-CAP Division,out,,10.99.211.12,30002,2
hsc_opk0_360e_abs,hsc_opk0_360e_abs,HCA 5.6,360 Encompass,360 Encompass,abs_360e_in_opk0_3,abs,360e,3m,3M,in,opk0_3,,17255,COCXG,abs_mt_out_cpcsxgotr,abs,mt,mt,Meditech,out,cpcsxgotr,orclvp01.unix.medcity.net,15818,6
hsc_opk0_360e_abs,hsc_opk0_360e_abs,HCA 5.6,360 Encompass,360 Encompass,abs_360e_in_opk0_3,abs,360e,3m,3M,in,opk0_3,,17255,COCXJ,abs_mt_out_cpcsxjotr,abs,mt,mt,Meditech,out,cpcsxjotr,orclvp01.unix.medcity.net,15777,6
