Starting_Logical_Site_Name,logical_site_name,ob_product_name,ib_product_name,Vendor,ib_threadname,ib_datatype,ib_product_mnem,ib_vendor_mnem,ib_vendor_name,ib_thread_type,ib_name_suffix,ib_thread_ip,ib_thread_port,trxid,ob_threadname,ob_datatype,ob_product_mnem,ob_vendor_mnem,ob_vendor_name,ob_thread_type,ob_name_suffix,ob_thread_ip,ob_thread_port,route_length
cpcs_qr_oe,div_efl_dypv_oe,Dynamic PharmacoVigilance-Facility,iPeople MT56,Dynamic PharmacoVigilance-Facility,oeord_ipl_in_mt_1,oeord,ipl,ippl,iPeople,in,mt_1,,17791,*default*,oeord_dypv_out_mt,oeord,dypv,vglnz,VigiLanz Corp,out,mt,10.65.76.89,20116,6
cpcs_qr_oe,div_efl_dypv_oe,iPeople MT56,iPeople MT56,iPeople MT56,oeord_ipl_in_cpcsqroe,oeord,ipl,ippl,iPeople,in,cpcsqroe,,17815,*default*,oeord_ipl_out_mt_1,oeord,ipl,ippl,iPeople,out,mt_1,ordcupappclv01.unix.medcity.net,17791,6
cpcs_qr_oe,cpcs_qr_oe,iPeople MT56,iPeople MT56,iPeople MT56,oeord_ipl_in,oeord,ipl,ippl,iPeople,in,,,14279,*default*,oeord_ipl_out_divefldypvoe,oeord,ipl,ippl,iPeople,out,divefldypvoe,ordcupappclv01.unix.medcity.net,17815,6
div_efl_ipl2,div_efl_dypv_nuras,iPeople MT56,iPeople MT56,iPeople MT56,nuras_ipl_in_ipl2cocqr,nuras,ipl,ippl,iPeople,in,ipl2cocqr,,17832,*default*,nuras_ipl_out_mt_1,nuras,ipl,ippl,iPeople,out,mt_1,ordcupappclv01.unix.medcity.net,17819,6
div_efl_ipl2,div_efl_ipl2,iPeople MT56,iPeople MT56,iPeople MT56,nuras_ipl_in_cocqr,nuras,ipl,ippl,iPeople,in,cocqr,,10337,*default*,nuras_ipl_out_dypvnurascocqr,nuras,ipl,ippl,iPeople,out,dypvnurascocqr,ordcupappclv01.unix.medcity.net,17832,6
cpcs_qr_oe,div_efl_telc,TeleCare,HCA 5.6,TeleCare,oeord_mt_in_cpcsqroe,oeord,mt,mt,Meditech,in,cpcsqroe,,13320,*default*,oeord_telc_out,oeord,telc,telespec,TeleSpecialists,out,,10.65.64.32,3587,4
cpcs_qr_oe,cpcs_qr_oe,TeleCare,HCA 5.6,TeleCare,oeord_mt_in,oeord,mt,mt,Meditech,in,,,10103,*default*,oeord_telc_out_divefltelc,oeord,telc,telespec,TeleSpecialists,out,divefltelc,orclvp01.unix.medcity.net,13320,4
cpcs_qr_oe,div_efl_telc,TeleCare,HCA 5.6,TeleCare,oerpt_mt_in_cpcsqroe,oerpt,mt,mt,Meditech,in,cpcsqroe,,13429,*default*,oerpt_telc_out,oerpt,telc,telespec,TeleSpecialists,out,,10.65.64.32,3589,4
cpcs_qr_oe,cpcs_qr_oe,*** DO NOT REMOVE ***,HCA 5.6,*** DO NOT REMOVE ***,oerpt_mt_in,oerpt,mt,mt,Meditech,in,,,11557,*default*,oerpt_none_out_divefltelc,oerpt,none,none,*,out,divefltelc,orclvp01.unix.medcity.net,13429,4
cpcs_qr_oe,cpcs_qr_oe,db Motion,HCA 5.6,db Motion,oerpt_mt_in,oerpt,mt,mt,Meditech,in,,,11557,*default*,oerpt_dbmo_out_divefldbmoidm,oerpt,dbmo,dbmo,dbMotion,out,divefldbmoidm,orclvp01.unix.medcity.net,19770,4
cpcs_qr_oe,div_efl_dbmo_idm,Cloudera Kafka,HCA 5.6,Cloudera Kafka,oerpt_mt_in_cpcsqroe,oerpt,mt,mt,Meditech,in,cpcsqroe,,19770,*default*,oerpt_kfka_out_hl7dmncclimdmdi,oerpt,kfka,hca,HCA,out,hl7dmncclimdmdi,intserv.cloverleaf.hl7-dbmo-mdm.1.0.0,,4
cpcs_qr_rad,cpcs_qr_rad,db Motion,HCA 5.6,db Motion,radord_mt_in,radord,mt,mt,Meditech,in,,,10746,*default*,radord_dbmo_out_divefldbmoidm,radord,dbmo,dbmo,dbMotion,out,divefldbmoidm,orclvp01.unix.medcity.net,19771,4
